num_jobs 5000000 seed 0
rho;ServerFillingSRPT;
0.6;16.774111997091083;
0.7;18.559620630988636;
0.75;20.072045429418104;
0.8;22.602754841424346;
0.83;25.245164506305716;
0.86;31.038872973775387;
0.9;336.6096339147152;
0.92;1316.756157970582;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 1
rho;ServerFillingSRPT;
0.6;16.668455492614697;
0.7;18.418350307077123;
0.75;19.867782852653914;
0.8;22.275971694927335;
0.83;24.864601052757585;
0.86;30.58020307526894;
0.9;293.81708659933236;
0.92;1272.8434118862133;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 2
rho;ServerFillingSRPT;
0.6;16.69279229020256;
0.7;18.437563220774102;
0.75;19.902601323606802;
0.8;22.329738274044107;
0.83;24.9165340544533;
0.86;30.553207002773703;
0.9;315.79211004141683;
0.92;1243.1112367021274;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 3
rho;ServerFillingSRPT;
0.6;16.580231922349117;
0.7;18.275480039823005;
0.75;19.704335802623653;
0.8;22.057525448383206;
0.83;24.49091989589148;
0.86;29.605985039028482;
0.9;284.59188156034526;
0.92;1210.2839162656726;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 4
rho;ServerFillingSRPT;
0.6;16.637811965108053;
0.7;18.353049007633885;
0.75;19.797617397101586;
0.8;22.150463736392865;
0.83;24.589957913951306;
0.86;29.33773774217457;
0.9;272.48351773820764;
0.92;1197.7428316271687;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 5
rho;ServerFillingSRPT;
0.6;16.763107284537302;
0.7;18.54688441763508;
0.75;20.059593195913386;
0.8;22.571058906604932;
0.83;25.23277624818271;
0.86;31.116378277762777;
0.9;348.14323034347797;
0.92;1331.8258519647266;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 6
rho;ServerFillingSRPT;
0.6;16.64871739207304;
0.7;18.370205514522144;
0.75;19.816993833688734;
0.8;22.23148080937696;
0.83;24.785905988046423;
0.86;30.144468263046456;
0.9;382.75055782558525;
0.92;1448.07572137092;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 7
rho;ServerFillingSRPT;
0.6;16.712876925345803;
0.7;18.45868066135096;
0.75;19.93356935808699;
0.8;22.35034780327434;
0.83;24.90323890776973;
0.86;30.236540652579748;
0.9;346.1556558213429;
0.92;1372.297759309384;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 8
rho;ServerFillingSRPT;
0.6;16.731952841717913;
0.7;18.481022702340876;
0.75;19.975482981235064;
0.8;22.438077337574363;
0.83;25.088102018442232;
0.86;30.809282779262542;
0.9;328.5091218171136;
0.92;1270.4939283868976;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 9
rho;ServerFillingSRPT;
0.6;16.61473100857201;
0.7;18.317805942654523;
0.75;19.749091637219244;
0.8;22.126761775111515;
0.83;24.51122252798985;
0.86;29.579925923468732;
0.9;239.10881947646564;
0.92;1096.7079126164651;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 10
rho;ServerFillingSRPT;
0.6;16.67525464130784;
0.7;18.422561844695792;
0.75;19.902567369725123;
0.8;22.33337802432777;
0.83;24.957210485157216;
0.86;30.49498452861026;
0.9;334.0299732576413;
0.92;1318.2331484112467;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 11
rho;ServerFillingSRPT;
0.6;16.607859251413814;
0.7;18.31197069557951;
0.75;19.748918276545393;
0.8;22.106809265401775;
0.83;24.514978607780343;
0.86;29.575020464098042;
0.9;228.02104718802084;
0.92;1110.6098101780237;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 12
rho;ServerFillingSRPT;
0.6;16.604313542472745;
0.7;18.301556172110693;
0.75;19.73656013263106;
0.8;22.04209080707996;
0.83;24.460835463021024;
0.86;29.541294430649685;
0.9;292.24117422345597;
0.92;1216.6432817476698;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 13
rho;ServerFillingSRPT;
0.6;16.741941862322204;
0.7;18.49767367149215;
0.75;19.97668492984484;
0.8;22.386959545309306;
0.83;24.92939611983536;
0.86;30.44294780375634;
0.9;323.7102888581276;
0.92;1269.4134018979137;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 14
rho;ServerFillingSRPT;
0.6;16.628652803166656;
0.7;18.347320772443645;
0.75;19.780539638737178;
0.8;22.135783120625145;
0.83;24.57448956851177;
0.86;29.846640672470837;
0.9;259.53023995286304;
0.92;1172.9993724906662;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 15
rho;ServerFillingSRPT;
0.6;16.641182160004757;
0.7;18.360104701383282;
0.75;19.832262994252442;
0.8;22.268556493538757;
0.83;24.82771512343874;
0.86;30.327631209164792;
0.9;334.8324660092183;
0.92;1318.1321622307805;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 16
rho;ServerFillingSRPT;
0.6;16.737322355902158;
0.7;18.498199676007545;
0.75;20.001658506030275;
0.8;22.504010256626906;
0.83;25.109417837080553;
0.86;30.876707234197344;
0.9;350.1731079017336;
0.92;1364.2248342082446;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 17
rho;ServerFillingSRPT;
0.6;16.72150763338481;
0.7;18.463618013096923;
0.75;19.9399273693914;
0.8;22.35970062212124;
0.83;24.969432406047606;
0.86;30.462813842472237;
0.9;302.50947912903325;
0.92;1248.1684736377413;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 18
rho;ServerFillingSRPT;
0.6;16.764775454893815;
0.7;18.54154827550119;
0.75;20.04625235505063;
0.8;22.54831164695757;
0.83;25.237949344807703;
0.86;31.490931666917987;
0.9;421.53374129647796;
0.92;inf;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 19
rho;ServerFillingSRPT;
0.6;16.593530749166156;
0.7;18.294357155795517;
0.75;19.69806266769029;
0.8;22.002635489101834;
0.83;24.341894573061527;
0.86;29.167912409093017;
0.9;242.10600984278003;
0.92;1112.0191880520108;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 20
rho;ServerFillingSRPT;
0.6;16.662441633997553;
0.7;18.39607436382058;
0.75;19.864333753541434;
0.8;22.275708506031872;
0.83;24.806626344477248;
0.86;30.004461113403238;
0.9;313.46357108589075;
0.92;1258.241916982975;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 21
rho;ServerFillingSRPT;
0.6;16.756189332708203;
0.7;18.521086024519747;
0.75;20.02459715670591;
0.8;22.515011130211;
0.83;25.147083685091555;
0.86;31.277551105644136;
0.9;347.9703724201394;
0.92;1335.1748826729406;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 22
rho;ServerFillingSRPT;
0.6;16.674813297560544;
0.7;18.408162244531447;
0.75;19.860884668567376;
0.8;22.27220420463058;
0.83;24.825419551606096;
0.86;30.103284504852855;
0.9;296.2300960270508;
0.92;1254.2811241423003;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 23
rho;ServerFillingSRPT;
0.6;16.7214889074792;
0.7;18.485733163117924;
0.75;19.97661542345914;
0.8;22.426512344280262;
0.83;24.993951399109683;
0.86;30.508340480028938;
0.9;295.3792189209257;
0.92;1212.823184138047;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 24
rho;ServerFillingSRPT;
0.6;16.588544011121517;
0.7;18.28691408953285;
0.75;19.707270445188243;
0.8;22.032862598082264;
0.83;24.404606352991532;
0.86;29.217753769597508;
0.9;248.45787436547508;
0.92;1101.1495060846937;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 25
rho;ServerFillingSRPT;
0.6;16.711072625104737;
0.7;18.46238879844787;
0.75;19.946466457050455;
0.8;22.39253594923288;
0.83;25.046885942990478;
0.86;30.821302680685466;
0.9;390.3872736694095;
0.92;1483.330913335128;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 26
rho;ServerFillingSRPT;
0.6;16.58024668778105;
0.7;18.277977928661173;
0.75;19.704710340735843;
0.8;22.024799826506;
0.83;24.44297668501131;
0.86;29.61933456608101;
0.9;327.5229125473008;
0.92;1311.8464471104005;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 27
rho;ServerFillingSRPT;
0.6;16.72040216058947;
0.7;18.481722781267308;
0.75;19.98466580542725;
0.8;22.487065444793462;
0.83;25.16677028316297;
0.86;31.112801553170872;
0.9;361.8817343410795;
0.92;1404.917284648411;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 28
rho;ServerFillingSRPT;
0.6;16.617052628483307;
0.7;18.324619025977817;
0.75;19.77716489641402;
0.8;22.14271065344075;
0.83;24.59322016501045;
0.86;29.646782895152473;
0.9;340.7258071378788;
0.92;1373.2473572462716;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;
num_jobs 5000000 seed 29
rho;ServerFillingSRPT;
0.6;16.660869250601362;
0.7;18.388125718254358;
0.75;19.845859624896026;
0.8;22.273631069009458;
0.83;24.821318280823878;
0.86;30.15849299831145;
0.9;317.99412159858605;
0.92;1334.239083006442;
0.94;inf;
0.96;inf;
0.98;inf;
0.99;inf;

