E[s] 3.0666666666666664, E[service] 0.8999999999999999, dist [(1, 5.0, 0.3333333333333333), (2, 2.0, 0.3333333333333333), (4, 0.5, 0.3333333333333333)], num_jobs 1000000, num_servers 4
rho,E[T_Q^MG1],ServerFilling min,ServerFilling median,ServerFilling max,FCFS min,FCFS median,FCFS max,PreemptiveFirstFit min,PreemptiveFirstFit median,PreemptiveFirstFit max,MaxWeight min,MaxWeight median,MaxWeight max,LeastServersFirst min,LeastServersFirst median,LeastServersFirst max,MostServersFirst min,MostServersFirst median,MostServersFirst max,PreemptiveBestFit min,PreemptiveBestFit median,PreemptiveBestFit max,
0.98,11.085830479452047,9.626307549643528,11.134231929928358,11.979178350302913,inf,inf,inf,9.95608780817849,11.477133423939657,12.31013373656262,23.37873489163767,27.307800990299068,29.53284670628229,inf,inf,inf,6.502377187986172,7.483003181350994,8.044751997084251,8.248352420276362,9.461239654701894,10.151149986623471,
0.99,22.397902397260257,15.386645406521536,21.724818438465988,24.097230275142714,inf,inf,inf,15.715151787966539,22.05502569902163,24.452621248375053,38.124249269386276,54.69050158767046,60.89472974844892,inf,inf,inf,10.259434978928542,14.399465404257588,15.916409053974434,12.88092491941931,17.993198741265473,19.868746744864783,
E[s] 2.9899999999999998, E[service] 1.4725000000000001, dist [(1, 1.0, 0.3), (2, 0.01, 0.01), (4, 4.0, 0.69)], num_jobs 1000000, num_servers 4
rho,E[T_Q^MG1],ServerFilling min,ServerFilling median,ServerFilling max,FCFS min,FCFS median,FCFS max,PreemptiveFirstFit min,PreemptiveFirstFit median,PreemptiveFirstFit max,MaxWeight min,MaxWeight median,MaxWeight max,LeastServersFirst min,LeastServersFirst median,LeastServersFirst max,MostServersFirst min,MostServersFirst median,MostServersFirst max,PreemptiveBestFit min,PreemptiveBestFit median,PreemptiveBestFit max,
0.7,78.23104793756966,55.79755417938562,60.581508547904264,64.41854335084366,inf,inf,inf,107.18605829703948,112.78743396075684,116.31328546838634,6.722310635906709,6.9861145819867145,7.251790234074626,415.6890917579564,491.9844844424322,inf,47.12954038887213,53.95962135358223,58.390917789283044,113.07528361813662,118.97238984684121,122.88527289962154,
0.72,86.21380793119923,62.62175831940696,67.49427064247259,72.76511750725133,inf,inf,inf,115.1607302050979,121.12921430245373,125.61062285923424,7.120284692840903,7.388327795915366,7.7165245690230115,522.0711543652916,611.179016131402,inf,55.95686989336759,64.11339615164049,69.92828329260236,121.81811993224717,128.01641628504998,133.1520690594711,
0.74,95.42468484692566,70.59653731741618,75.99036255493502,82.77229444488076,inf,inf,inf,124.23390837161244,130.8464043829141,136.48501536797582,7.569662238304313,7.856659829175556,8.291800704239783,685.0356871888722,inf,inf,67.31288382332016,75.79941051503691,84.64251093426122,131.8636964144241,138.939843989822,145.21567972996462,
0.76,106.17070791527314,79.98132022067566,86.26545062203319,95.79095281996887,inf,inf,inf,134.799073955975,142.1711346098569,150.1836216951748,8.09617404986279,8.424750558492024,9.004909165313975,inf,inf,inf,81.07984071590265,89.40568854640001,107.8286179639119,143.54322979177178,151.81862847560984,160.054176521015,
0.78,118.87055335968383,90.9780707534076,99.1158066969964,111.3953455361867,inf,inf,inf,147.05434064696516,156.50066703704928,167.27195079600645,8.695153555358031,9.125662982029892,9.870153854052909,inf,inf,inf,97.78131407427573,109.43263933721302,135.50989131214726,156.89159220589306,167.32253671986763,178.50853686962142,
0.8,134.11036789297665,103.64116812713817,114.66905603404433,131.60258034155333,inf,inf,inf,161.105079203008,173.1759558254044,188.43568239598943,9.389163917111201,9.989219332539196,10.968172178903826,inf,inf,inf,116.38769183114826,135.48984839025817,174.45287141511335,172.29672800753022,185.31990127721335,201.3805054873658,
0.82,152.7368078781122,118.8508699643402,133.6609602879952,157.6903947405905,inf,inf,inf,178.0422003861488,193.91786292943513,215.83122308859163,10.219171404953189,11.042330534170182,12.362130255304328,inf,inf,inf,139.10088966453893,172.60966086187298,224.26485691428365,190.32499926109952,207.47740336428203,230.57841614740494,
0.84,176.01985785953175,137.7537246457434,157.37047827825558,191.275453089562,inf,inf,inf,198.60484545237537,219.12524893902528,250.36460628112374,11.246401536779931,12.330761682307623,14.144712700381989,inf,inf,inf,169.60452522046563,212.50132849714615,292.67756678189056,212.41604641734924,234.6804845962287,267.0458366699601,
0.86,205.95520783564263,162.20049857627077,187.60692853296595,231.90567018994415,inf,inf,inf,224.14250408536225,250.4143768052718,291.9376580057663,12.567185418753171,13.97616046784694,16.256351428862192,inf,inf,inf,214.68447190927844,266.5514575084835,373.0870090102498,239.65842162884292,268.09962511994763,310.34177589018594,
0.88,245.86900780379042,193.02430193575876,227.3261320039667,281.3654555984101,inf,inf,inf,256.64856377768166,293.56790570831527,342.8053960929879,14.177703617367438,16.015801642620136,18.858394512119627,inf,inf,inf,273.77565797077307,342.90455355991173,inf,274.44963625892484,313.4194167302579,363.4141246658877,
0.9,301.7483277591974,233.0599752759808,277.263773191172,350.1730392748457,inf,inf,inf,297.5672647939742,344.0595871311839,412.1112236270996,16.36268991546914,18.720804688588586,22.39601164688694,inf,inf,inf,355.1402840936812,436.3826645207259,inf,318.5852523549633,367.6541687509696,435.4908527549738,
0.91,339.0012077294688,261.36596401656584,309.69523284659886,390.0557494781145,inf,inf,inf,327.2913668061001,377.0581495550896,452.8964744543789,17.926944419958335,20.433121185573686,24.453173220926907,inf,inf,inf,419.67775254120784,502.48488997598713,inf,349.8353098643402,402.15094647932165,477.49394306527137,
0.92,385.5673076923079,297.4045451415385,348.09295514903766,437.5876262997055,inf,inf,inf,364.00782677862526,415.9934335686762,501.5744959117777,19.816411575827964,22.486946616804058,26.934600983673956,inf,inf,inf,504.0740777916474,inf,inf,387.46908596944735,442.7205274041335,528.0430483158713,
0.93,445.43800764452976,341.9958825668797,396.32722681758054,497.46770162391977,inf,inf,inf,409.4405919758252,464.93008409571866,562.1853884688107,22.221717071604584,25.05226197617273,29.97338843704863,inf,inf,inf,inf,inf,inf,434.94986556686547,493.2718267151884,589.9207357354841,
0.94,525.2656075808245,403.01612568231724,456.45870147412865,564.9838604208651,inf,inf,inf,471.0859856724187,526.1837958218047,631.4944014930204,25.426423720835544,28.214494365937334,33.46139508746049,inf,inf,inf,inf,inf,inf,497.9298406057956,556.0154730380274,660.6173060888409,
0.95,637.0242474916382,475.9306152534552,538.7341885580389,685.0312944090559,inf,inf,inf,545.4489277211212,608.2961591373537,751.5233463491654,29.336322323522865,32.51286928710294,39.52542852255622,inf,inf,inf,inf,inf,inf,574.2088344972341,640.4498745803857,inf,
0.96,804.6622073578587,586.2017402750208,653.5141076323389,inf,inf,inf,inf,652.8784825560327,723.5270390954528,inf,35.22075121725163,38.4211534961372,47.658990443906504,inf,inf,inf,inf,inf,inf,685.5861375840219,758.8430966754399,inf,
0.97,1084.0588071348932,730.051266053112,853.0379212691225,inf,inf,inf,inf,798.2388903007445,922.815312545298,inf,42.792542477509066,48.72640623811516,61.34012006324936,inf,inf,inf,inf,inf,inf,830.4031101188051,inf,inf,
0.98,1642.8520066889619,inf,inf,inf,inf,inf,inf,inf,inf,inf,53.07922164632274,64.89420121493828,90.77894699959464,inf,inf,inf,inf,inf,inf,inf,inf,inf,
0.99,3319.231605351168,inf,inf,inf,inf,inf,inf,inf,inf,inf,67.91018974713315,85.74433561835814,150.46511267795336,inf,inf,inf,inf,inf,inf,inf,inf,inf,
E[s] 3.0666666666666664, E[service] 0.8999999999999999, dist [(1, 5.0, 0.3333333333333333), (2, 2.0, 0.3333333333333333), (4, 0.5, 0.3333333333333333)], num_jobs 10000000, num_servers 4
rho,E[T_Q^MG1],ServerFilling min,ServerFilling median,ServerFilling max,FCFS min,FCFS median,FCFS max,PreemptiveFirstFit min,PreemptiveFirstFit median,PreemptiveFirstFit max,MaxWeight min,MaxWeight median,MaxWeight max,LeastServersFirst min,LeastServersFirst median,LeastServersFirst max,MostServersFirst min,MostServersFirst median,MostServersFirst max,PreemptiveBestFit min,PreemptiveBestFit median,PreemptiveBestFit max,
0.7,4.12391304347826,5.715074366958054,5.724940058019711,5.731074833423346,6.035340524863878,6.040810418297234,6.045874675688933,4.742892336300964,4.752741208581513,4.757612500252201,3.413052804602815,3.41968583036162,3.42148571604438,3.722057424148251,3.7259713207013667,3.729700098042924,9.785125092411727,9.822302344118816,9.82994741092501,4.796527517125328,4.806162921412663,4.810527407748786,
0.72,4.54472049689441,6.170556702308479,6.182164782016358,6.18742886182581,6.6906105662826745,6.696272813735251,6.6973850440682545,5.133731919113634,5.14538908143108,5.148494480575197,3.6830999070609005,3.6893759827900907,3.693387343037477,4.1634419246454994,4.176399275615117,4.179992597064972,11.14991044413063,11.170827384656596,11.193494620598429,5.195605465619819,5.207143798218712,5.209782035845844,
0.74,5.030267558528428,6.69379323502004,6.705346397813736,6.708205180958474,7.474742803247806,7.484197133102415,7.493814823416291,5.589054285680003,5.599845465386415,5.601134726079612,3.996839716680886,4.002404530516568,4.007297312097509,4.7311174313521205,4.754276218761533,4.759666397646666,12.810708921512326,12.826087641271421,12.850347817532958,5.660424644526616,5.671342956491767,5.672597571919329,
0.76,5.596739130434783,7.299747674926943,7.310797952333026,7.312037211003366,8.434097079826998,8.461227901014617,8.471373350851344,6.122662594398868,6.133252279732342,6.133780872976729,4.363283834791633,4.368631256121507,4.3744819879535415,5.4832760482712075,5.519046649228973,5.536645519193598,14.845003508246306,14.88479962878451,14.93330933033715,6.205038922736992,6.215794637920545,6.217397039516444,
0.78,6.26620553359684,8.011095051841085,8.018950538807472,8.026234738372757,9.640486888953907,9.686942832302284,9.705604078939295,6.75787140855649,6.764216328531681,6.7718492416064455,4.798615273584974,4.8011566089398805,4.810695015689083,6.544845780385286,6.596292298604314,6.632164633244801,17.387478214047544,17.475182390705402,17.549942669684103,6.853557809757867,6.859417749562642,6.8675817481997194,
0.8,7.069565217391307,8.851971996611347,8.85972966990614,8.877150033604046,11.19540029640695,11.266063310999408,11.311103921411119,7.515718636985655,7.524874367368851,7.54127752877539,5.318493892498127,5.32113764376933,5.3349241171165005,8.148773238486736,8.228793993150038,8.2924563644985,20.596524306596123,20.786140873963575,20.85796260808485,7.626443507895355,7.635124312133662,7.651836826028904,
0.82,8.051449275362316,9.86520787485929,9.886108682281867,9.909576065429052,13.301713454492962,13.409055335669942,13.482841207417092,8.442450097686788,8.46511732753316,8.486988081689125,5.949122878202037,5.961405918060012,5.9779962851813595,10.84300336333611,10.960929070734766,11.133799598591775,24.811329154659955,25.0841155931344,25.21021704794194,8.569808146643783,8.592408549147889,8.61525041438348,
0.84,9.278804347826085,11.115783465118238,11.155626240450035,11.192154015490651,16.319610200447777,16.477851071278184,16.59990560039086,9.601541215993201,9.641046512561717,9.678885965033496,6.733450216031773,6.755992209684329,6.781122077286282,16.252277739076565,16.477815831645458,16.801394810981304,30.420129756624807,30.77188530412044,31.044924217655325,9.747889608076676,9.788543671080651,9.826104965803898,
0.86,10.856832298136645,12.710794634386104,12.782393708900315,12.830862256884714,20.955865882083945,21.182336051023977,21.444039211170924,11.099048102675766,11.170131123375912,11.219084099481933,7.740251126756771,7.780479252483144,7.814693245058578,32.56114559561738,33.82449206255027,36.34764641201535,38.28235108166656,38.841906921746805,39.19607439146834,11.267653636940663,11.340172653365721,11.388810665805394,
0.88,12.960869565217394,14.834782869718795,14.930897361409723,15.012971865208227,29.015684490820682,29.305870935530127,29.88887451487729,13.114457707803451,13.216155555735538,13.297787777191731,9.082494932731045,9.143140681810909,9.19758959115908,2116.4926864606946,inf,inf,49.92031029966295,50.51337006358351,51.19858406107285,13.310148828186339,13.411102070010699,13.493012874061064,
0.9,15.90652173913044,17.805997325806814,17.935771585800484,18.070596085019865,46.14339176298909,47.05862713443988,48.83959379164857,15.96813362074643,16.10751604516351,16.23990124160173,10.965269008951491,11.050358013079876,11.131006643066636,inf,inf,inf,68.07404944932372,68.79249945367759,69.8686549059258,16.1942450363877,16.33212772655426,16.465113279702553,
0.91,17.87028985507247,19.766310927286586,19.93917806790426,20.10603168602076,64.99497444967227,67.42500003593379,71.08985206188227,17.87333299710153,18.052667745178685,18.215913992164406,12.210318209350012,12.321823093797285,12.423430142764571,inf,inf,inf,80.7989375311512,81.6222978885814,83.33491523279302,18.115243830354814,18.293868714263986,18.457104259628093,
0.92,20.32500000000001,22.221964010783584,22.43412751380244,22.686324284667716,107.79065699178105,112.66668818887773,127.18503552669551,20.26750335946209,20.485300428202912,20.736993850839557,13.770319822240204,13.903847165930918,14.0582941797685,inf,inf,inf,97.83004558628853,99.02154340143362,101.77777147922912,20.526812896019248,20.74312965799861,20.996391403994974,
