E[s] 3.0666666666666664, E[service] 0.8999999999999999, dist [(1, 5.0, 0.3333333333333333), (2, 2.0, 0.3333333333333333), (4, 0.5, 0.3333333333333333)], num_jobs 1000000, num_servers 4
rho,E[T_Q^MG1],ServerFilling min,ServerFilling median,ServerFilling max,FCFS min,FCFS median,FCFS max,PreemptiveFirstFit min,PreemptiveFirstFit median,PreemptiveFirstFit max,MaxWeight min,MaxWeight median,MaxWeight max,LeastServersFirst min,LeastServersFirst median,LeastServersFirst max,MostServersFirst min,MostServersFirst median,MostServersFirst max,PreemptiveBestFit min,PreemptiveBestFit median,PreemptiveBestFit max,
0.93,23.48105590062114,25.358441577481198,25.618605431184307,26.00003891762375,296.96414068883803,396.70725333656173,463.7108658246043,23.35226672824893,23.607626388866155,23.98705747737064,15.747595522039354,15.919105269048766,16.15398212428301,inf,inf,inf,120.82443526520164,123.07603703336505,127.0057686421732,23.627378220659523,23.884389641283178,24.26528796042224,
0.94,27.689130434782584,29.472969735011922,29.846711517483474,30.333195678800763,inf,inf,inf,27.406895390874308,27.763951806567146,28.25606703120852,18.354798951797182,18.591736026751114,18.897186748888902,inf,inf,inf,153.67915751085806,157.24878836145342,161.31228061488412,27.700986688041855,28.061880390382605,28.555485968773187,
0.95,33.58043478260866,35.28921783456602,35.74773448931856,36.364179158098835,inf,inf,inf,33.156245209546505,33.59053098794501,34.20728182121373,22.03082574663273,22.313841787250375,22.706834833323455,inf,inf,inf,204.81501626238503,212.62200891069006,inf,33.4740261653457,33.90965403253372,34.52614113396044,
0.96,42.41739130434779,43.79681441454195,44.68090070468164,46.11085083103767,inf,inf,inf,41.59269779715417,42.44984563455892,43.88705265182645,27.397621300312455,27.95963447623424,28.85091966775791,inf,inf,inf,294.386436783719,inf,inf,41.93342502140798,42.79280168344652,44.227278657658246,
0.97,57.14565217391299,57.95515522702594,59.79260882432499,62.66860767223171,inf,inf,inf,55.67369592041341,57.492561571705366,60.376239670688165,36.30685608893147,37.491933114049694,39.27735137773059,inf,inf,inf,inf,inf,inf,56.0417765664718,57.857831459391925,60.741908124316694,
0.98,86.6021739130434,84.85169224553233,88.22074030169873,96.85877906792481,inf,inf,inf,82.4906364093251,85.83486397526646,94.49055934627184,53.22188936545921,55.32485005985912,60.79367971158175,inf,inf,inf,inf,inf,inf,82.88752735774332,86.23194862276303,94.87994338172369,
0.99,174.97173913043466,158.53203170537287,177.22543034567033,198.75218500023274,inf,inf,inf,156.0900709611525,174.73537807897995,196.2639786307733,99.45604256327636,111.1226666339464,124.70495877601869,inf,inf,inf,inf,inf,inf,156.52087435892824,175.16460428747223,196.6894913311618,
E[s] 0.6517857142857142, E[service] 0.609375, dist [(1, 1.0, 0.5714285714285714), (2, 8.0, 0.2857142857142857), (4, 64.0, 0.14285714285714285)], num_jobs 10000000, num_servers 4
rho,E[T_Q^MG1],ServerFilling min,ServerFilling median,ServerFilling max,FCFS min,FCFS median,FCFS max,PreemptiveFirstFit min,PreemptiveFirstFit median,PreemptiveFirstFit max,MaxWeight min,MaxWeight median,MaxWeight max,LeastServersFirst min,LeastServersFirst median,LeastServersFirst max,MostServersFirst min,MostServersFirst median,MostServersFirst max,PreemptiveBestFit min,PreemptiveBestFit median,PreemptiveBestFit max,
0.7,0.527896689497717,0.940533117586529,0.9422130047377657,0.9432219055205763,inf,inf,inf,1.1957710443603105,1.1974673465650518,1.198694112274963,1.8278892315991626,1.8314822636659651,1.834965931965218,2.547469642726584,2.551079025541684,2.5572858993464203,0.8366715650285855,0.8380371227628224,0.8387794239295148,1.1373360895271878,1.1386441265710097,1.1397231887902168,
0.72,0.581763698630137,0.988976963692844,0.9908404854833296,0.9921223199973683,inf,inf,inf,1.250036081313301,1.251918623804548,1.2534286800476666,1.9458962756292597,1.9497640387303303,1.9542544555376835,2.845897449661161,2.85041545087363,2.8613305185905094,0.868736122338198,0.8702207822637233,0.8711467813134491,1.1832244693194527,1.1846301546767457,1.186016297054545,
0.74,0.6439179399367757,1.0457285462523391,1.0477870640958096,1.0494203668850661,inf,inf,inf,1.3124988014037104,1.314460197704172,1.316479235191457,2.0826677725978033,2.0867756399376916,2.0917889341093736,3.217910284103751,3.2243058617765126,3.238935522666555,0.9061694818452081,0.9078244247852715,0.9089995690511411,1.2359286386983412,1.2373369953862925,1.2391741599102797,
0.76,0.7164312214611874,1.1127271138901988,1.1153116096978388,1.1173145580287178,inf,inf,inf,1.3852333008458375,1.3872809608330623,1.3900742843897285,2.2419376285111645,2.246846877308108,2.2521813262707946,3.696252390101699,3.7097951271273724,3.7324314570554202,0.9503156190078111,0.9523883074582334,0.95372295786174,1.2970327297215631,1.2988437834602697,1.301045241246877,
0.78,0.8021287359900376,1.1927385322220685,1.1958162758045334,1.198259186583829,inf,inf,inf,1.470921809835084,1.4736849954058842,1.4766830326663538,2.429114442021482,2.4361166521683266,2.4415362043483837,4.344374704508524,4.367330508563834,4.403945777591382,1.0029611957285343,1.0053773287101984,1.0069429095028968,1.3688973608578925,1.3714661627688995,1.3736276037337398,
0.8,0.9049657534246579,1.2894929291753934,1.2935305299675082,1.295939477608155,inf,inf,inf,1.57331163470794,1.5770668939777492,1.5800003883822198,2.6540991457286127,2.663587533634109,2.6699981372720623,5.246174363503729,5.28383359112321,5.3464961127049495,1.0664822822442601,1.0695793976531367,1.071133648086669,1.4543741596803565,1.4579796589594956,1.4600148090021774,
0.82,1.0306554414003042,1.4086511056285524,1.4143575477606773,1.4166802732372987,inf,inf,inf,1.6979710788591615,1.7034551991368514,1.7063320084579312,2.9301390758579995,2.9434053003577345,2.9495067154721033,6.602554893495272,6.675392049149176,6.745572670505738,1.1446118768906655,1.1489748265157873,1.150241054053439,1.5581325048276362,1.5633678397698654,1.5651359305088877,
0.84,1.187767551369863,1.5585331398784,1.5663043418114462,1.5694005940580786,inf,inf,inf,1.8533676276123836,1.8610735194915935,1.8644636834075305,3.2773593526826894,3.2940347181964627,3.3019186580187054,8.87568010139972,9.00792323320078,9.180557728139116,1.242758084661604,1.2485884037367003,1.2502170373988677,1.6872328692447975,1.6942055941624508,1.6962660184089393,
0.86,1.3897688356164384,1.7526273073086784,1.762509355452417,1.76836519781469,inf,inf,inf,2.0529358671627587,2.0627460452927897,2.0688677931447006,3.7268560369013226,3.7491091390655322,3.764829393804195,13.376286867895478,13.751402864144557,14.059072637459645,1.369651596203949,1.3770694679868243,1.3803882657527506,1.8522735229962137,1.861151522867248,1.8652612352516502,
0.88,1.659103881278539,2.0128115348122675,2.026380220191513,2.0362288674572544,inf,inf,inf,2.3185944296724887,2.331993442144774,2.3422569394522483,4.33328440653984,4.363888196790954,4.391739714525134,26.11754139685624,27.59876027684242,29.137576388203907,1.5396002749705247,1.5495600311125826,1.555500568630027,2.070991477289604,2.0829475272242735,2.0902904430119342,
0.9,2.03617294520548,2.3769748800408905,2.3968680183795317,2.414543044828761,inf,inf,inf,2.6880472658737813,2.7080419600927175,2.7260890566348324,5.192434389246415,5.2403495487025165,5.288050525575752,inf,inf,inf,1.7772425476400804,1.7915926246352385,1.8025338365188994,2.3736312497566616,2.391149821897072,2.404678092294885,
0.91,2.2875523211567748,2.6182788940261585,2.6448719061048473,2.6675722335647793,inf,inf,inf,2.9320188194503403,2.9588838623844698,2.9817090220552145,5.7667094118407904,5.83014555298172,5.892814643840873,inf,inf,inf,1.9346673729143207,1.9536038284386517,1.9676142465573323,2.572902084749557,2.5963398812820366,2.613636168905153,
0.92,2.601776541095892,2.9211123132193397,2.956226625225069,2.9845443261949116,inf,inf,inf,3.2376234948529583,3.2730269828743936,3.3013655131043946,6.491627424892936,6.579451003128518,6.655600870679504,inf,inf,inf,2.1323596985797746,2.156928473314649,2.1745628708899014,2.821857692421875,2.8522565766564765,2.8741956001633224,
0.93,3.005779109589044,3.3115088842315936,3.3577126910538935,3.393831397802054,inf,inf,inf,3.631119541159521,3.677114992089384,3.7131461948026567,7.434220399339618,7.554884859631918,7.649485250519813,inf,inf,inf,2.3879942783263086,2.419155442790052,2.441563826483571,3.142865938361529,3.1811018773354776,3.209093507008028,
0.94,3.5444492009132396,3.8290698160634866,3.892263563552957,3.9428190683068447,inf,inf,inf,4.1508901908886795,4.2145385454347934,4.264763882485675,8.701680794247267,8.86807187172613,8.99688196452261,inf,inf,inf,2.725442203238126,2.768046763330097,2.7997866747301012,3.564778257532592,3.617211201716406,3.656856104982558,
0.95,4.29858732876712,4.5518885636283795,4.6433934381430095,4.70927848704848,inf,inf,inf,4.876012566666419,4.968161627429908,5.0341707117973655,10.495162950733919,10.724161616459764,10.901096276442873,inf,inf,inf,3.1968670119198186,3.257967826099697,3.2995850880823894,4.15176266869027,4.227053753669492,4.279405361335357,
0.96,5.429794520547941,5.625077247842919,5.757515809172725,5.876505772849955,inf,inf,inf,5.952311525866559,6.082958523714553,6.204607850502633,13.184711926570403,13.5228901331065,13.835397736523708,inf,inf,inf,3.896201725042762,3.982887660857158,4.06003498058414,5.020221612510988,5.127073240152072,5.223309696480086,
0.97,7.315139840182643,7.397775133497293,7.6432820095323954,7.812098289413224,inf,inf,inf,7.726136649251995,7.971042187289189,8.142603794251857,17.677135476819323,18.306965142649382,18.74786029570884,inf,inf,inf,5.050653383721952,5.212192779434603,5.321587857000511,6.450013693970675,6.649047161376332,6.784513049221149,
0.98,11.085830479452047,10.83096225462226,11.39257925382497,11.723058307722505,inf,inf,inf,11.162267559044345,11.723553503576065,12.055766356830782,26.46435732969854,27.93192568332712,28.782991397946716,inf,inf,inf,7.2885474955650915,7.657150385958604,7.871263259296874,9.213701963063475,9.667461573904665,9.930048740905178,
0.99,22.397902397260257,20.12808174959167,23.098435085035206,24.10748315569599,inf,inf,inf,20.463904393648924,23.43324275933002,24.44275632039307,50.509070391244904,58.293311924380504,60.89992898091284,inf,inf,inf,13.347865039664411,15.295160083179736,15.955055837682876,16.683364105388634,19.0732587027627,19.881673663524236,
E[s] 2.9899999999999998, E[service] 1.4725000000000001, dist [(1, 1.0, 0.3), (2, 0.01, 0.01), (4, 4.0, 0.69)], num_jobs 10000000, num_servers 4
rho,E[T_Q^MG1],ServerFilling min,ServerFilling median,ServerFilling max,FCFS min,FCFS median,FCFS max,PreemptiveFirstFit min,PreemptiveFirstFit median,PreemptiveFirstFit max,MaxWeight min,MaxWeight median,MaxWeight max,LeastServersFirst min,LeastServersFirst median,LeastServersFirst max,MostServersFirst min,MostServersFirst median,MostServersFirst max,PreemptiveBestFit min,PreemptiveBestFit median,PreemptiveBestFit max,
0.7,78.23104793756966,60.283224227737776,61.52245738300431,63.15273176659278,inf,inf,inf,112.9839979468398,114.69379894953141,115.92603583554781,6.971797441281283,7.052656563357604,7.1659685013203935,458.76395109282123,496.04500066795777,inf,52.49672501238593,53.436856052302026,56.52347320166508,119.49765940869048,121.3288209888979,122.65468339167555,
0.72,86.21380793119923,67.68935362954404,69.23045054973649,71.18730199545402,inf,inf,inf,121.65656342461479,123.7128520493808,125.2228745031513,7.389302949021383,7.485643523313917,7.618358145252201,inf,inf,inf,61.4823892196265,62.6023025576203,67.02714082670494,129.0772177275003,131.19453350742467,132.86375495290955,
0.74,95.42468484692566,76.29454863796865,78.03832714939266,80.53122991633442,inf,inf,inf,131.53593551454622,133.87132926519368,135.85586315575512,7.869728164220104,7.976805650261957,8.141312015765168,inf,inf,inf,72.61918653809965,74.30406126075516,79.77876780862385,139.9768990923486,142.2313842508043,144.51973546038656,
0.76,106.17070791527314,86.42449320823427,88.43481169437335,91.59829000487531,inf,inf,inf,142.93519835285596,145.65803818040283,148.30486679245936,8.430995988120804,8.552824151598529,8.75440321931323,inf,inf,inf,86.83767054832134,89.31068816252838,95.81039178720248,152.41989835929,155.09917137963106,158.0166106775567,
0.78,118.87055335968383,98.39242872592297,100.89931559596839,104.8400109625022,inf,inf,inf,156.29721591183255,159.4100120808272,162.94208578832158,9.09528181946488,9.236309491154632,9.476958973137299,inf,inf,inf,104.37823007090579,108.35107240018132,116.11424239787037,166.95172017892398,170.14518108321357,173.9778113173466,
0.8,134.11036789297665,112.86306319439609,115.87539953250344,120.72632835406243,inf,inf,inf,172.1399551748898,175.78531973470325,180.23712080921283,9.88171153111042,10.048444861003288,10.342276207499168,inf,inf,inf,127.66247413065454,132.62469871477157,141.6319887482895,184.08579392047184,187.9457222537664,192.70435241981386,
0.82,152.7368078781122,130.35496298524885,134.09891203950573,140.2768941718536,inf,inf,inf,191.34368823360512,195.6179523108003,201.25965934522748,10.816165132205436,11.03854269546967,11.399080785780816,inf,inf,inf,156.4059619506182,163.12155685312095,174.71671657161372,204.89911211873542,209.40948242507343,215.44737303047032,
0.84,176.01985785953175,151.93552580422212,156.82211007819674,165.05497653627003,inf,inf,inf,214.21527109859957,219.8961392940982,227.60365589296828,11.965265067189913,12.266621001191425,12.724014663144528,inf,inf,inf,193.8537276009257,202.5693182220997,219.32752152821507,229.60542821400543,235.52968122291173,243.5428275476388,
0.86,205.95520783564263,179.72614595872943,186.61165464132978,196.5517697808966,inf,inf,inf,243.24423245576435,251.12118065317873,260.3661230103429,13.45419600912028,13.8674865889181,14.389642104733179,inf,inf,inf,245.41948736472412,259.81804918023016,inf,260.6020480100973,268.64970986078293,278.3213187462506,
0.88,245.86900780379042,218.9515221359788,226.80111080840052,237.6672674617811,inf,inf,inf,283.87557683906414,292.7011724213272,302.8983032355282,15.535133391891149,15.990493534354197,16.580655977881317,inf,inf,inf,inf,inf,inf,303.53613186088324,312.68247245186615,323.1679531187767,
0.9,301.7483277591974,271.29282025670636,282.7202191271975,296.86514355061956,inf,inf,inf,337.9360132819341,350.3285242108795,363.63070582948217,18.2733069107503,18.936777267032568,19.724520031198164,inf,inf,inf,inf,inf,inf,359.9536060270059,373.0697316886501,387.2115761300305,
0.91,339.0012077294688,304.91956564589543,318.7789102346093,338.22349766079793,inf,inf,inf,372.0673564702164,387.391966405748,405.8751739532761,20.02193732615624,20.834108289971894,21.90126759192763,inf,inf,inf,inf,inf,inf,395.53967222533777,411.3121327360463,430.64746720398483,
0.92,385.5673076923079,344.38035546844526,365.15865773442914,391.32428628659494,inf,inf,inf,412.7554382812682,434.77290941963184,460.1005063357809,22.094705121073858,23.254468749605465,24.663385304977858,inf,inf,inf,inf,inf,inf,437.3660612807842,460.3939617734936,486.57280633847284,
0.93,445.43800764452976,394.61045085568065,424.2474196471361,460.748908408784,inf,inf,inf,463.39914533304443,494.3488560250967,531.0975439105047,24.695203202453545,26.343728937219478,28.294386749791478,inf,inf,inf,inf,inf,inf,489.8804920797284,521.7190443389472,558.8279452662798,
0.94,525.2656075808245,458.78202449360265,500.67636147173596,inf,inf,inf,inf,528.141904593116,630.6011628900065,inf,28.01379502978311,30.326256726893174,33.45635549906771,inf,inf,inf,inf,inf,inf,556.545399075271,inf,inf,
0.95,637.0242474916382,542.2335073260432,inf,inf,inf,inf,inf,611.9598570660816,inf,inf,32.3178776045256,35.56161932209453,41.29002731738167,inf,inf,inf,inf,inf,inf,inf,inf,inf,
0.96,804.6622073578587,inf,inf,inf,inf,inf,inf,inf,inf,inf,38.32479062745534,43.51739833235674,52.628473122509824,inf,inf,inf,inf,inf,inf,inf,inf,inf,
0.97,1084.0588071348932,inf,inf,inf,inf,inf,inf,inf,inf,inf,48.230554001234616,58.90312293071687,75.38479867527865,inf,inf,inf,inf,inf,inf,inf,inf,inf,
0.98,1642.8520066889619,inf,inf,inf,inf,inf,inf,inf,inf,inf,67.9947185273995,89.2594856439334,147.05346604340494,inf,inf,inf,inf,inf,inf,inf,inf,inf,
0.99,3319.231605351168,inf,inf,inf,inf,inf,inf,inf,inf,inf,113.63145078170447,203.11543986426588,319.35001407439,inf,inf,inf,inf,inf,inf,inf,inf,inf,
